PDB	CHAIN	ORGANISM	PROCESS	FUNCTION	UNIPROT	NAME
5b2j	A	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5b2j	E	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5b31	I	Homo sapiens	NA	NA	NA	NA
5b31	J	Homo sapiens	NA	NA	NA	NA
5b31	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5b31	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b31	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b31	G	Homo sapiens	6342#45944#71392	978#979#980#3677#5515#31490#31492#46982	P0C0S5	Histone H2A.Z
5b31	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b31	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b31	A	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5b31	E	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5b32	I	Homo sapiens	NA	NA	NA	NA
5b32	J	Homo sapiens	NA	NA	NA	NA
5b32	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5b32	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b32	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b32	G	Homo sapiens	6342#45944#71392	978#979#980#3677#5515#31490#31492#46982	P0C0S5	Histone H2A.Z
5b32	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b32	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b32	A	Homo sapiens	183#6334#6336#7596#30307#32200#44267#45652#45814#60964	979#980#3677#5515#31492#46982	P84243	Histone H3.3
5b32	E	Homo sapiens	183#6334#6336#7596#30307#32200#44267#45652#45814#60964	979#980#3677#5515#31492#46982	P84243	Histone H3.3
5b33	I	Homo sapiens	NA	NA	NA	NA
5b33	J	Homo sapiens	NA	NA	NA	NA
5b33	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b33	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b33	C	Homo sapiens	6342#45944#71392	978#979#980#3677#5515#31490#31492#46982	P0C0S5	Histone H2A.Z
5b33	G	Homo sapiens	6342#45944#71392	978#979#980#3677#5515#31490#31492#46982	P0C0S5	Histone H2A.Z
5b33	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b33	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b33	A	Homo sapiens	183#6334#6336#7596#30307#32200#44267#45652#45814#60964	979#980#3677#5515#31492#46982	P84243	Histone H3.3
5b33	E	Homo sapiens	183#6334#6336#7596#30307#32200#44267#45652#45814#60964	979#980#3677#5515#31492#46982	P84243	Histone H3.3
5b3n	A	Mus musculus	NA	NA	NA	NA
5b40	I	Homo sapiens	NA	NA	NA	NA
5b40	J	Homo sapiens	NA	NA	NA	NA
5b40	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5b40	G	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5b40	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b40	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5b40	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b40	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5b40	A	Homo sapiens	122#183#6325#6334#7596#38111#44267#45652#45814#60964	3677#3682#5515#31492#46982	Q71DI3	Histone H3.2
5b40	E	Homo sapiens	122#183#6325#6334#7596#38111#44267#45652#45814#60964	3677#3682#5515#31492#46982	Q71DI3	Histone H3.2
5b73	A	Homo sapiens	6355	NA	Q9ULU4	Protein kinase C-binding protein 1
5b75	B	Homo sapiens	NA	3677#46982	K7EMV3	Histone H3
5b75	A	Homo sapiens	43966#48513	3713#4402	Q92794	Histone acetyltransferase KAT6A
5b76	B	Homo sapiens	NA	3677#46982	K7EMV3	Histone H3
5b76	A	Homo sapiens	43966#48513	3713#4402	Q92794	Histone acetyltransferase KAT6A
5b77	B	Homo sapiens	NA	3677#46982	K7EMV3	Histone H3
5b77	A	Homo sapiens	43966#48513	3713#4402	Q92794	Histone acetyltransferase KAT6A
5b78	B	Homo sapiens	NA	3677#46982	K7EMV3	Histone H3
5b78	A	Homo sapiens	43966#48513	3713#4402	Q92794	Histone acetyltransferase KAT6A
5b79	A	Homo sapiens	NA	NA	Q92785	Zinc finger protein ubi-d4
5b8d	A	Homo sapiens	NA	8270	Q9UBN7	Histone deacetylase 6
5bjs	B	Chaetomium thermophilum	NA	NA	G0RYC6#G0SDW4	null#null
5bjs	A	Chaetomium thermophilum	16571	NA	G0S8H7	NA
5bnv	C	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5bnv	F	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5bnv	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5bnv	E	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5bnv	A	Homo sapiens	NA	3677#46982	P84243	Histone H3.3
5bnv	D	Homo sapiens	NA	3677#46982	P84243	Histone H3.3
5bnx	C	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5bnx	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5bnx	A	Homo sapiens	NA	3677#46982	P84243	Histone H3.3
5bnx	D	Homo sapiens	6333	NA	Q9NVP2	Histone chaperone ASF1B
5bo0	C	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5bo0	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5bo0	A	Homo sapiens	NA	3677#46982	Q71DI3	Histone H3.2
5bo0	D	Homo sapiens	6333	NA	Q9NVP2	Histone chaperone ASF1B
5bs7	C	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5bs7	D	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5bs7	A	Xenopus laevis	NA	3677#46982	P84233	Histone H3.2
5bs7	B	Xenopus laevis	NA	3677#46982	P84233	Histone H3.2
5bs7	E	Homo sapiens	NA	NA	Q68D10	Protein SPT2 homolog
5bs7	F	Homo sapiens	NA	NA	Q68D10	Protein SPT2 homolog
5bsa	C	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5bsa	D	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5bsa	A	Xenopus laevis	NA	3677#46982	P84233	Histone H3.2
5bsa	B	Xenopus laevis	NA	3677#46982	P84233	Histone H3.2
5bsa	E	Homo sapiens	NA	NA	Q68D10	Protein SPT2 homolog
5bsa	F	Homo sapiens	NA	NA	Q68D10	Protein SPT2 homolog
5bt1	D	Saccharomyces cerevisiae	122#6301#6333	3677#5515#46982	P02293	Histone H2B.1
5bt1	C	Saccharomyces cerevisiae	122#6281#6333#6974#61587	3677#5515#46982	P04911	Histone H2A.1
5bt1	A	Saccharomyces cerevisiae	6325#6334#6348#6351#6355#16573	5515#42393#42803	Q12373	HAT1-interacting factor 1
5bt1	B	Saccharomyces cerevisiae	6325#6334#6348#6351#6355#16573	5515#42393#42803	Q12373	HAT1-interacting factor 1
5bt3	A	Homo sapiens	NA	NA	Q09472	Histone acetyltransferase p300
5bwz	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5bwz	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5c11	A	Homo sapiens	NA	NA	P29375	Lysine-specific demethylase 5A
5c11	B	synthetic construct	NA	NA	P68431	Histone H3.1
5c13	D	synthetic construct	NA	NA	P68431	Histone H3.1
5c13	F	synthetic construct	NA	NA	P68431	Histone H3.1
5c13	H	synthetic construct	NA	NA	P68431	Histone H3.1
5c13	P	synthetic construct	NA	NA	P68431	Histone H3.1
5c13	A	Homo sapiens	NA	NA	Q5VWG9	Transcription initiation factor TFIID subunit 3
5c13	C	Homo sapiens	NA	NA	Q5VWG9	Transcription initiation factor TFIID subunit 3
5c13	E	Homo sapiens	NA	NA	Q5VWG9	Transcription initiation factor TFIID subunit 3
5c13	G	Homo sapiens	NA	NA	Q5VWG9	Transcription initiation factor TFIID subunit 3
5c3i	D	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	H	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	L	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	P	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	T	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	X	Homo sapiens	6270#1905775	3677#5524	P49736	DNA replication licensing factor MCM2
5c3i	C	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	G	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	K	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	O	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	S	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	W	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5c3i	B	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	F	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	J	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	N	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	R	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	V	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5c3i	A	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c3i	E	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c3i	I	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c3i	M	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c3i	Q	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c3i	U	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
5c6s	A	Homo sapiens	NA	NA	P55201	Peregrin
5c7n	A	Homo sapiens	NA	NA	P55201	Peregrin
5c9z	A	Homo sapiens	387#6325#6351#6353#6355#6479#7088#8283#18216#19918#32259#32922#35246#42118#43985#44030#45596#48511#48714#70372#90161#97421#1901796#1903507#1904992	3714#5515#8168#8327#8469#16274#16740#35243#42802#43021#44020#44877#46982#70888	O14744	Protein arginine N-methyltransferase 5
5c9z	B	Homo sapiens	6357#8284#8285#35246#60528#60770#1903508	5515#8327#16274#30374	Q9BQA1	Methylosome protein 50
5ccl	A	Homo sapiens	6325#6334#6469#14904#32259#33138#34968#45184#45944#71549	978#993#1162#5515#8168#16740#18024#46872	Q9H7B4	Histone-lysine N-methyltransferase SMYD3
5ccm	A	Homo sapiens	6325#6334#6469#14904#32259#33138#34968#45184#45944#71549	978#993#1162#5515#8168#16740#18024#46872	Q9H7B4	Histone-lysine N-methyltransferase SMYD3
5ce6	A	Cicer arietinum	NA	46872	A0A182DWB2	NA
5ceh	B	Homo sapiens	NA	NA	NA	NA
5ceh	A	Homo sapiens	NA	3677	P29375	Lysine-specific demethylase 5A
5chl	B	Homo sapiens	NA	3677#46982	P0C0S5	Histone H2A.Z
5chl	A	Drosophila melanogaster	6338#6355#43486	NA	Q9VKM6	Vacuolar protein sorting-associated protein 72 homolog
5ciu	C	Homo sapiens	NA	NA	Q71DI3	Histone H3.2
5ciu	D	Homo sapiens	NA	NA	Q71DI3	Histone H3.2
5ciu	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5ciu	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5ciy	C	Haemophilus haemolyticus	NA	NA	NA	NA
5ciy	D	Haemophilus haemolyticus	NA	NA	NA	NA
5ciy	A	Haemophilus parahaemolyticus	9307#32259#90116	3886#8168#16740	P05102	Modification methylase HhaI
5cp6	I	synthetic construct	NA	NA	NA	NA
5cp6	J	synthetic construct	NA	NA	NA	NA
5cp6	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5cp6	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5cp6	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5cp6	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5cp6	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5cp6	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5cp6	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5cp6	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5cpi	I	Homo sapiens	NA	NA	NA	NA
5cpi	J	Homo sapiens	NA	NA	NA	NA
5cpi	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpi	G	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpi	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpi	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpi	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpi	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpi	A	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpi	E	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpj	I	Homo sapiens	NA	NA	NA	NA
5cpj	J	Homo sapiens	NA	NA	NA	NA
5cpj	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpj	G	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpj	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpj	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpj	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpj	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpj	A	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpj	E	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpk	I	Homo sapiens	NA	NA	NA	NA
5cpk	J	Homo sapiens	NA	NA	NA	NA
5cpk	C	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpk	G	Homo sapiens	6342#8285	3677#5515#46982	P04908	Histone H2A type 1-B/E
5cpk	D	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpk	H	Homo sapiens	2227#6334#10804#16567#19731#31640#42742#50829#50830#61844	1530#3677#5515#46982	P06899	Histone H2B type 1-J
5cpk	B	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpk	F	Homo sapiens	183#6303#6334#6335#6336#6352#16233#32200#34080#44267#45652#45653#45814#51290#60964	3677#3723#5515#19904#42393#46982	P62805	Histone H4
5cpk	A	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpk	E	Homo sapiens	183#6325#6334#6335#7596#32200#38111#44267#45652#45814#51290#60964#60968	3677#5515#31492#45296#46982	P68431	Histone H3.1
5cpr	B	Homo sapiens	34773	42799	Q4FZB7	Histone-lysine N-methyltransferase KMT5B
5cvd	D	Homo sapiens	NA	NA	P49450	Histone H3-like centromeric protein A
5cvd	E	Homo sapiens	NA	NA	P49450	Histone H3-like centromeric protein A
5cvd	A	Homo sapiens	6480#7051#7059#16571#18011#18012#18013#18016#32259#35572#35573	5515#8168#8276#16740#42054#71885	Q9BV86	N-terminal Xaa-Pro-Lys N-methyltransferase 1
5cvd	B	Homo sapiens	6480#7051#7059#16571#18011#18012#18013#18016#32259#35572#35573	5515#8168#8276#16740#42054#71885	Q9BV86	N-terminal Xaa-Pro-Lys N-methyltransferase 1
5cve	D	Drosophila melanogaster	NA	NA	P02283	Histone H2B
5cve	E	Drosophila melanogaster	NA	NA	P02283	Histone H2B
5cve	A	Homo sapiens	6480#7051#7059#16571#18011#18012#18013#18016#32259#35572#35573	5515#8168#8276#16740#42054#71885	Q9BV86	N-terminal Xaa-Pro-Lys N-methyltransferase 1
5cve	B	Homo sapiens	6480#7051#7059#16571#18011#18012#18013#18016#32259#35572#35573	5515#8168#8276#16740#42054#71885	Q9BV86	N-terminal Xaa-Pro-Lys N-methyltransferase 1
5d1b	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d1b	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d1c	C	unidentified	NA	NA	NA	NA
5d1c	D	unidentified	NA	NA	NA	NA
5d1c	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d1c	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d1d	C	unidentified	NA	NA	NA	NA
5d1d	D	unidentified	NA	NA	NA	NA
5d1d	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d1d	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5d6w	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6w	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6w	C	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6w	D	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6x	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6x	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	A	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	B	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	C	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	D	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	E	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	F	Homo sapiens	NA	NA	O75164	Lysine-specific demethylase 4A
5d6y	a	Homo sapiens	NA	NA	P68431	Histone H3.1
5d6y	b	Homo sapiens	NA	NA	P68431	Histone H3.1
5d6y	c	Homo sapiens	NA	NA	P68431	Histone H3.1
5d6y	d	Homo sapiens	NA	NA	P68431	Histone H3.1
5d7e	A	Saccharomyces cerevisiae	6355	NA	P35189	Transcription initiation factor TFIID subunit 14
5d7e	C	Saccharomyces cerevisiae	NA	NA	P61830	Histone H3
5dag	A	Homo sapiens	NA	NA	P55197	Protein AF-10
5dah	A	Homo sapiens	NA	NA	P55197	Protein AF-10
5dah	B	Homo sapiens	NA	NA	P55197	Protein AF-10
5dah	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5dah	D	Homo sapiens	NA	NA	P68431	Histone H3.1
5day	A	Arabidopsis thaliana	6334	NA	Q9CA59	NAP1-related protein 1
5day	B	Arabidopsis thaliana	6334	NA	Q9CA59	NAP1-related protein 1
5dc5	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5dc5	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5dc6	C	synthetic construct	NA	NA	NA	NA
5dc6	D	synthetic construct	NA	NA	NA	NA
5dc6	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5dc6	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
5dc7	C	synthetic construct	NA	NA	NA	NA
5dc7	D	synthetic construct	NA	NA	NA	NA
5dc7	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
